序号,时间,温度CH1,温度CH2,温度CH3,温度CH4,温度CH5,温度CH6,温度CH7
264510,2025/01/08 00:00:01.324,150.70,150.87,150.89,151.38,150.89,149.84,151.12
264511,2025/01/08 00:00:03.093,150.70,150.87,150.93,151.41,150.87,149.87,151.11
264512,2025/01/08 00:00:04.857,150.70,150.86,150.93,151.41,150.89,149.82,151.10
264513,2025/01/08 00:00:06.606,150.73,150.84,150.93,151.42,150.93,149.81,151.10
264514,2025/01/08 00:00:08.375,150.76,150.86,150.95,151.42,150.96,149.83,151.14
264515,2025/01/08 00:00:10.122,150.79,150.91,150.95,151.42,150.93,149.84,151.15
264516,2025/01/08 00:00:11.894,150.79,150.92,150.94,151.41,150.91,149.83,151.15
264517,2025/01/08 00:00:13.642,150.76,150.87,150.92,151.41,150.91,149.82,151.10
264518,2025/01/08 00:00:15.412,150.76,150.85,150.88,151.46,150.91,149.80,151.11
264519,2025/01/08 00:00:17.160,150.75,150.86,150.93,151.41,150.89,149.80,151.14
264520,2025/01/08 00:00:18.927,150.71,150.88,150.95,151.38,150.91,149.81,151.14
264521,2025/01/08 00:00:20.677,150.75,150.90,150.94,151.40,150.95,149.84,151.14
264522,2025/01/08 00:00:22.436,150.79,150.87,150.94,151.41,150.94,149.83,151.14
264523,2025/01/08 00:00:24.205,150.77,150.89,150.92,151.47,150.92,149.87,151.15
264524,2025/01/08 00:00:25.956,150.75,150.88,150.93,151.46,150.92,149.85,151.15
264525,2025/01/08 00:00:27.728,150.77,150.90,150.93,151.40,150.93,149.85,151.11
264526,2025/01/08 00:00:29.479,150.75,150.90,150.94,151.41,150.92,149.83,151.10
264527,2025/01/08 00:00:31.237,150.75,150.90,150.96,151.39,150.96,149.83,151.13
264528,2025/01/08 00:00:33.004,150.76,150.90,150.97,151.39,150.96,149.80,151.13
264529,2025/01/08 00:00:34.764,150.76,150.86,150.97,151.43,150.98,149.85,151.12
264530,2025/01/08 00:00:36.513,150.78,150.85,150.91,151.41,150.93,149.84,151.13
264531,2025/01/08 00:00:38.283,150.77,150.87,150.91,151.42,150.93,149.86,151.15
264532,2025/01/08 00:00:40.033,150.74,150.88,150.88,151.42,150.89,149.80,151.12
264533,2025/01/08 00:00:41.799,150.75,150.91,150.90,151.43,150.90,149.78,151.12
264534,2025/01/08 00:00:43.559,150.75,150.88,150.91,151.43,150.93,149.78,151.12
264535,2025/01/08 00:00:45.309,150.74,150.91,150.94,151.42,150.92,149.81,151.13
264536,2025/01/08 00:00:47.075,150.76,150.88,150.93,151.41,150.88,149.82,151.11
264537,2025/01/08 00:00:48.841,150.77,150.88,150.93,151.41,150.87,149.85,151.08
264538,2025/01/08 00:00:50.593,150.74,150.89,150.95,151.40,150.90,149.85,151.13
264539,2025/01/08 00:00:52.344,150.73,150.87,150.94,151.44,150.92,149.83,151.13
264540,2025/01/08 00:00:54.094,150.73,150.86,150.94,151.46,150.90,149.83,151.12
264541,2025/01/08 00:00:55.860,150.76,150.85,150.93,151.45,150.95,149.82,151.13
264542,2025/01/08 00:00:57.610,150.78,150.88,150.91,151.42,150.92,149.79,151.15
264543,2025/01/08 00:00:59.376,150.79,150.92,150.94,151.41,150.91,149.80,151.12
264544,2025/01/08 00:01:01.128,150.78,150.95,150.92,151.38,150.92,149.79,151.12
264545,2025/01/08 00:01:02.894,150.74,150.93,150.91,151.39,150.92,149.81,151.15
264546,2025/01/08 00:01:04.660,150.76,150.88,150.93,151.39,150.89,149.81,151.15
264547,2025/01/08 00:01:06.411,150.76,150.87,150.93,151.42,150.88,149.83,151.13
264548,2025/01/08 00:01:08.177,150.73,150.85,150.92,151.42,150.88,149.85,151.12
