序号,时间,温度CH1,温度CH2,温度CH3,温度CH4,温度CH5,温度CH6,温度CH7
215438,2025/01/07 00:00:00.954,195.80,193.43,196.23,190.65,191.58,193.70,195.65
215439,2025/01/07 00:00:02.710,195.54,193.16,195.98,190.41,191.38,193.46,195.42
215440,2025/01/07 00:00:04.484,195.33,192.92,195.73,190.19,191.15,193.23,195.17
215441,2025/01/07 00:00:06.247,195.06,192.69,195.51,189.96,190.92,193.04,194.96
215442,2025/01/07 00:00:08.012,194.83,192.43,195.29,189.71,190.72,192.77,194.75
215443,2025/01/07 00:00:09.786,194.59,192.21,195.05,189.49,190.52,192.55,194.50
215444,2025/01/07 00:00:11.552,194.35,191.98,194.79,189.26,190.26,192.33,194.28
215445,2025/01/07 00:00:13.319,194.10,191.76,194.57,189.06,190.03,192.11,194.01
215446,2025/01/07 00:00:15.081,193.82,191.51,194.31,188.84,189.79,191.89,193.80
215447,2025/01/07 00:00:16.846,193.59,191.27,194.08,188.59,189.57,191.68,193.59
215448,2025/01/07 00:00:18.611,193.35,191.06,193.84,188.39,189.36,191.42,193.33
215449,2025/01/07 00:00:20.375,193.11,190.85,193.62,188.15,189.15,191.17,193.12
215450,2025/01/07 00:00:22.139,192.89,190.61,193.35,187.95,188.95,190.99,192.89
215451,2025/01/07 00:00:23.902,192.65,190.37,193.15,187.75,188.71,190.80,192.68
215452,2025/01/07 00:00:25.667,192.41,190.19,192.88,187.53,188.49,190.53,192.43
215453,2025/01/07 00:00:27.434,192.21,189.93,192.69,187.29,188.26,190.31,192.18
215454,2025/01/07 00:00:29.210,191.97,189.68,192.46,187.06,188.07,190.10,191.98
215455,2025/01/07 00:00:30.978,191.75,189.45,192.24,186.82,187.85,189.92,191.79
215456,2025/01/07 00:00:32.744,191.47,189.24,191.99,186.60,187.61,189.68,191.53
215457,2025/01/07 00:00:34.502,191.23,189.02,191.78,186.43,187.41,189.41,191.28
215458,2025/01/07 00:00:36.274,191.01,188.78,191.53,186.23,187.18,189.18,191.07
215459,2025/01/07 00:00:38.033,190.78,188.58,191.32,186.01,186.96,188.96,190.86
215460,2025/01/07 00:00:39.796,190.56,188.37,191.05,185.80,186.74,188.77,190.64
215461,2025/01/07 00:00:41.563,190.36,188.11,190.86,185.57,186.55,188.55,190.42
215462,2025/01/07 00:00:43.332,190.11,187.90,190.69,185.37,186.32,188.33,190.14
215463,2025/01/07 00:00:45.099,189.89,187.69,190.40,185.15,186.10,188.12,189.97
215464,2025/01/07 00:00:46.865,189.67,187.48,190.17,184.92,185.88,187.95,189.78
215465,2025/01/07 00:00:48.633,189.44,187.26,189.94,184.71,185.69,187.72,189.53
215466,2025/01/07 00:00:50.399,189.20,187.05,189.71,184.48,185.44,187.49,189.31
215467,2025/01/07 00:00:52.166,189.00,186.81,189.55,184.28,185.25,187.31,189.11
215468,2025/01/07 00:00:53.921,188.78,186.55,189.32,184.09,185.04,187.08,188.85
215469,2025/01/07 00:00:55.687,188.59,186.36,189.11,183.91,184.83,186.85,188.67
215470,2025/01/07 00:00:57.455,188.37,186.16,188.87,183.69,184.61,186.64,188.49
215471,2025/01/07 00:00:59.223,188.11,185.94,188.69,183.45,184.39,186.44,188.28
215472,2025/01/07 00:01:00.990,187.91,185.73,188.46,183.26,184.18,186.24,188.04
215473,2025/01/07 00:01:02.756,187.65,185.49,188.23,183.05,183.98,186.04,187.80
215474,2025/01/07 00:01:04.524,187.48,185.30,188.02,182.85,183.78,185.78,187.54
215475,2025/01/07 00:01:06.290,187.27,185.06,187.77,182.68,183.55,185.62,187.40
215476,2025/01/07 00:01:08.057,187.02,184.84,187.57,182.45,183.39,185.39,187.18
215477,2025/01/07 00:01:09.823,186.79,184.63,187.33,182.24,183.16,185.16,186.97
215478,2025/01/07 00:01:11.591,186.59,184.44,187.12,182.06,182.95,185.00,186.75
215479,2025/01/07 00:01:13.359,186.39,184.24,186.92,181.85,182.73,184.78,186.52
215480,2025/01/07 00:01:15.125,186.18,184.01,186.69,181.65,182.54,184.56,186.28
215481,2025/01/07 00:01:16.891,185.93,183.77,186.48,181.43,182.34,184.34,186.07
215482,2025/01/07 00:01:18.643,185.73,183.59,186.19,181.24,182.12,184.13,185.90
215483,2025/01/07 00:01:20.425,185.53,183.37,186.03,181.05,181.93,183.93,185.66
215484,2025/01/07 00:01:22.176,185.30,183.16,185.84,180.85,181.70,183.75,185.46
215485,2025/01/07 00:01:23.943,185.09,182.96,185.64,180.67,181.52,183.55,185.23
215486,2025/01/07 00:01:25.709,184.89,182.76,185.41,180.45,181.32,183.32,185.05
215487,2025/01/07 00:01:27.477,184.69,182.54,185.22,180.26,181.12,183.14,184.82
215488,2025/01/07 00:01:29.245,184.46,182.33,185.00,180.07,180.91,182.90,184.63
215489,2025/01/07 00:01:31.012,184.27,182.14,184.80,179.85,180.73,182.68,184.41
215490,2025/01/07 00:01:32.778,184.06,181.93,184.58,179.64,180.51,182.54,184.24
215491,2025/01/07 00:01:34.545,183.85,181.71,184.38,179.45,180.35,182.31,183.99
215492,2025/01/07 00:01:36.312,183.62,181.54,184.14,179.26,180.13,182.09,183.77
215493,2025/01/07 00:01:38.078,183.42,181.31,183.97,179.05,179.94,181.90,183.57
215494,2025/01/07 00:01:39.845,183.20,181.12,183.75,178.91,179.75,181.71,183.39
215495,2025/01/07 00:01:41.612,183.01,180.90,183.55,178.71,179.55,181.49,183.20
215496,2025/01/07 00:01:43.382,182.80,180.68,183.35,178.51,179.33,181.31,182.97
215497,2025/01/07 00:01:45.134,182.60,180.50,183.13,178.29,179.12,181.10,182.75
215498,2025/01/07 00:01:46.902,182.36,180.29,182.94,178.11,178.97,180.92,182.59
215499,2025/01/07 00:01:48.667,182.18,180.09,182.74,177.90,178.78,180.72,182.36
215500,2025/01/07 00:01:50.434,181.96,179.91,182.53,177.74,178.57,180.52,182.15
215501,2025/01/07 00:01:52.199,181.74,179.68,182.36,177.54,178.37,180.31,181.97
215502,2025/01/07 00:01:53.968,181.56,179.51,182.14,177.35,178.20,180.11,181.77
215503,2025/01/07 00:01:55.735,181.32,179.29,181.89,177.15,178.00,179.90,181.58
215504,2025/01/07 00:01:57.502,181.10,179.13,181.70,176.97,177.80,179.72,181.34
215505,2025/01/07 00:01:59.270,180.94,178.94,181.48,176.79,177.61,179.55,181.17
215506,2025/01/07 00:02:01.039,180.75,178.73,181.31,176.60,177.43,179.33,180.96
215507,2025/01/07 00:02:02.807,180.56,178.53,181.11,176.41,177.22,179.13,180.73
215508,2025/01/07 00:02:04.574,180.34,178.34,180.88,176.23,177.03,178.94,180.55
215509,2025/01/07 00:02:06.326,180.16,178.15,180.65,176.05,176.86,178.78,180.34
215510,2025/01/07 00:02:08.093,179.96,177.93,180.50,175.86,176.63,178.55,180.19
215511,2025/01/07 00:02:09.863,179.79,177.74,180.31,175.68,176.44,178.34,179.99
215512,2025/01/07 00:02:11.631,179.57,177.57,180.10,175.49,176.28,178.15,179.79
215513,2025/01/07 00:02:13.398,179.37,177.38,179.84,175.33,176.08,178.00,179.59
215514,2025/01/07 00:02:15.165,179.10,177.19,179.67,175.13,175.91,177.80,179.39
215515,2025/01/07 00:02:16.931,178.92,176.98,179.50,174.96,175.71,177.58,179.21
215516,2025/01/07 00:02:18.698,178.76,176.78,179.32,174.78,175.54,177.44,178.99
215517,2025/01/07 00:02:20.466,178.57,176.62,179.13,174.58,175.37,177.27,178.77
215518,2025/01/07 00:02:22.233,178.37,176.42,178.91,174.40,175.15,177.05,178.61
215519,2025/01/07 00:02:23.984,178.19,176.26,178.74,174.21,174.97,176.84,178.44
215520,2025/01/07 00:02:25.766,177.97,176.01,178.55,174.02,174.79,176.64,178.23
215521,2025/01/07 00:02:27.518,177.77,175.87,178.34,173.85,174.59,176.47,178.10
215522,2025/01/07 00:02:29.286,177.57,175.68,178.15,173.66,174.40,176.27,177.90
215523,2025/01/07 00:02:31.054,177.40,175.48,177.93,173.51,174.25,176.06,177.68
215524,2025/01/07 00:02:32.821,177.18,175.28,177.79,173.31,174.06,175.88,177.50
